X1,X2,X3,X4,X5,Y1
0.289,0.234,0.56,0.295,0.22,0.0931
0.289,0.212,0.556,0.286,0.231,0.0945
0.291,0.202,0.564,0.273,0.227,0.0959
0.291,0.226,0.57,0.283,0.214,0.0973
0.29,0.228,0.571,0.28,0.216,0.0987
0.289,0.227,0.574,0.323,0.211,0.1
0.286,0.221,0.58,0.3,0.203,0.102
0.283,0.213,0.577,0.293,0.218,0.103
0.286,0.226,0.561,0.265,0.229,0.128
0.289,0.236,0.517,0.252,0.217,0.183
0.289,0.23,0.477,0.275,0.217,0.318
0.288,0.203,0.499,0.262,0.223,0.455
0.289,0.2,0.534,0.272,0.213,0.317
0.288,0.225,0.547,0.245,0.202,0.112
0.287,0.215,0.561,0.266,0.206,0.0812
0.286,0.194,0.579,0.275,0.221,0.083
0.284,0.206,0.59,0.272,0.216,0.0849
0.28,0.226,0.594,0.291,0.204,0.0867
0.281,0.235,0.587,0.25,0.212,0.0886
0.283,0.231,0.577,0.246,0.223,0.0904
0.284,0.224,0.581,0.264,0.223,0.0923
0.286,0.214,0.584,0.273,0.226,0.0941
0.288,0.2,0.586,0.263,0.229,0.096
0.288,0.22,0.593,0.256,0.224,0.0978
0.29,0.222,0.6,0.299,0.218,0.0997
0.29,0.198,0.6,0.301,0.225,0.102
0.288,0.22,0.599,0.268,0.218,0.103
0.29,0.234,0.601,0.26,0.212,0.105
0.292,0.236,0.605,0.267,0.214,0.107
0.291,0.228,0.617,0.275,0.212,0.109
0.289,0.21,0.627,0.282,0.216,0.111
0.29,0.192,0.628,0.277,0.22,0.113
0.287,0.211,0.631,0.284,0.214,0.114
0.285,0.217,0.628,0.286,0.22,0.116
0.287,0.196,0.619,0.274,0.226,0.118
0.286,0.218,0.617,0.258,0.216,0.12
0.285,0.233,0.62,0.246,0.21,0.122
0.289,0.226,0.618,0.257,0.213,0.124
0.293,0.21,0.621,0.268,0.222,0.126
0.293,0.211,0.625,0.27,0.214,0.127
0.29,0.223,0.624,0.265,0.211,0.129
0.287,0.209,0.624,0.271,0.224,0.131
0.286,0.219,0.627,0.252,0.225,0.133
0.283,0.214,0.625,0.272,0.223,0.135
0.279,0.203,0.622,0.283,0.225,0.138
0.28,0.232,0.619,0.283,0.22,0.14
0.282,0.242,0.614,0.275,0.217,0.142
0.283,0.216,0.616,0.255,0.226,0.144
0.282,0.211,0.619,0.257,0.221,0.146
0.277,0.236,0.624,0.26,0.208,0.148
0.276,0.218,0.629,0.274,0.214,0.151
0.278,0.214,0.63,0.265,0.223,0.153
0.278,0.212,0.629,0.264,0.219,0.155
0.278,0.205,0.626,0.267,0.212,0.157
0.28,0.234,0.624,0.271,0.212,0.159
0.279,0.219,0.625,0.287,0.221,0.162
0.28,0.208,0.621,0.245,0.224,0.164
0.282,0.226,0.622,0.249,0.218,0.166
0.279,0.231,0.63,0.258,0.219,0.168
0.278,0.212,0.633,0.26,0.226,0.17
0.281,0.21,0.629,0.254,0.215,0.172
0.285,0.212,0.617,0.256,0.213,0.175
0.289,0.212,0.608,0.28,0.215,0.179
0.293,0.213,0.609,0.26,0.215,0.185
0.295,0.197,0.606,0.254,0.228,0.192
0.291,0.219,0.611,0.275,0.215,0.198
0.289,0.211,0.62,0.294,0.217,0.183
0.285,0.191,0.615,0.279,0.231,0.159
0.276,0.192,0.615,0.287,0.236,0.164
0.271,0.206,0.621,0.268,0.226,0.168
0.269,0.203,0.617,0.271,0.224,0.173
0.271,0.201,0.608,0.283,0.227,0.178
0.276,0.206,0.6,0.272,0.219,0.182
0.282,0.189,0.589,0.287,0.221,0.209
0.284,0.21,0.584,0.249,0.215,0.239
0.282,0.221,0.582,0.272,0.211,0.236
0.283,0.202,0.594,0.281,0.224,0.234
0.285,0.199,0.607,0.262,0.226,0.204
0.284,0.218,0.609,0.272,0.217,0.169
0.279,0.23,0.612,0.286,0.213,0.172
0.275,0.233,0.607,0.292,0.21,0.174
0.273,0.222,0.603,0.274,0.214,0.177
0.273,0.2,0.604,0.278,0.219,0.18
0.273,0.198,0.599,0.249,0.22,0.183
0.274,0.211,0.595,0.24,0.213,0.185
0.275,0.228,0.596,0.28,0.21,0.188
0.277,0.24,0.587,0.302,0.214,0.191
0.279,0.221,0.578,0.287,0.22,0.193
0.281,0.192,0.577,0.281,0.226,0.196
0.281,0.191,0.583,0.284,0.223,0.199
0.277,0.216,0.58,0.259,0.21,0.202
0.277,0.223,0.576,0.241,0.21,0.204
0.279,0.198,0.582,0.268,0.218,0.207
0.276,0.193,0.579,0.287,0.223,0.21
0.269,0.205,0.576,0.256,0.225,0.213
0.267,0.215,0.573,0.262,0.222,0.215
0.268,0.203,0.569,0.27,0.224,0.218
0.27,0.195,0.562,0.258,0.232,0.221
0.27,0.216,0.553,0.259,0.231,0.224
0.274,0.214,0.55,0.26,0.225,0.226
0.279,0.187,0.547,0.272,0.225,0.229
0.282,0.206,0.544,0.263,0.215,0.232
0.283,0.211,0.544,0.271,0.212,0.227
0.284,0.187,0.549,0.29,0.229,0.211
0.285,0.206,0.561,0.26,0.221,0.196
0.283,0.226,0.572,0.242,0.202,0.18
0.281,0.232,0.573,0.258,0.209,0.165
0.279,0.235,0.57,0.255,0.212,0.149
0.278,0.219,0.573,0.262,0.211,0.134
0.275,0.196,0.578,0.285,0.222,0.129
0.27,0.19,0.57,0.253,0.228,0.137
0.271,0.211,0.559,0.245,0.219,0.145
0.272,0.215,0.555,0.281,0.221,0.153
0.267,0.212,0.549,0.26,0.221,0.162
0.266,0.225,0.541,0.265,0.217,0.17
0.269,0.2,0.538,0.311,0.226,0.178
0.272,0.212,0.537,0.291,0.223,0.187
0.272,0.226,0.535,0.245,0.221,0.195
0.272,0.219,0.532,0.24,0.228,0.203
0.275,0.233,0.531,0.272,0.224,0.211
0.278,0.225,0.531,0.251,0.216,0.215
0.28,0.196,0.529,0.251,0.219,0.211
0.281,0.202,0.527,0.263,0.224,0.207
0.28,0.228,0.528,0.254,0.218,0.204
0.279,0.235,0.536,0.278,0.215,0.2
0.278,0.22,0.547,0.275,0.22,0.197
0.277,0.197,0.55,0.242,0.223,0.193
0.276,0.19,0.547,0.269,0.224,0.189
0.276,0.213,0.543,0.29,0.22,0.186
0.277,0.217,0.537,0.246,0.223,0.182
0.277,0.208,0.533,0.257,0.226,0.178
0.275,0.229,0.532,0.28,0.217,0.174
0.27,0.236,0.537,0.273,0.216,0.17
0.27,0.227,0.545,0.283,0.218,0.165
0.276,0.209,0.547,0.28,0.219,0.161
0.282,0.196,0.542,0.278,0.22,0.157
0.286,0.199,0.537,0.293,0.217,0.152
0.284,0.213,0.543,0.289,0.212,0.148
0.28,0.208,0.547,0.262,0.216,0.144
0.28,0.191,0.551,0.278,0.223,0.142
0.28,0.191,0.561,0.297,0.23,0.142
0.281,0.193,0.566,0.26,0.229,0.142
0.283,0.212,0.566,0.263,0.214,0.143
0.285,0.217,0.559,0.273,0.212,0.143
0.287,0.195,0.55,0.312,0.225,0.144
0.286,0.195,0.547,0.314,0.231,0.144
0.283,0.203,0.549,0.289,0.228,0.145
0.282,0.217,0.549,0.292,0.226,0.145
0.284,0.207,0.551,0.259,0.231,0.146
0.282,0.21,0.554,0.26,0.223,0.146
0.278,0.236,0.559,0.262,0.207,0.146
0.276,0.225,0.561,0.282,0.21,0.147
0.275,0.204,0.554,0.318,0.218,0.147
0.273,0.205,0.555,0.306,0.215,0.148
0.271,0.203,0.557,0.319,0.215,0.148
0.272,0.188,0.558,0.286,0.223,0.149
0.275,0.211,0.558,0.267,0.214,0.149
0.275,0.231,0.556,0.285,0.209,0.15
0.276,0.204,0.551,0.287,0.221,0.15
0.28,0.206,0.549,0.275,0.218,0.15
0.278,0.213,0.548,0.28,0.219,0.151
0.276,0.195,0.553,0.262,0.228,0.151
0.274,0.199,0.561,0.256,0.227,0.152
0.274,0.214,0.562,0.282,0.216,0.152
0.28,0.212,0.563,0.288,0.214,0.153
0.282,0.207,0.558,0.263,0.219,0.153
0.277,0.23,0.551,0.256,0.212,0.154
0.272,0.233,0.551,0.269,0.212,0.154
0.27,0.215,0.56,0.264,0.219,0.154
0.275,0.198,0.567,0.268,0.221,0.155
0.276,0.216,0.565,0.248,0.214,0.154
0.275,0.222,0.557,0.256,0.215,0.151
0.279,0.199,0.553,0.286,0.221,0.148
0.279,0.203,0.556,0.254,0.217,0.145
0.276,0.226,0.558,0.245,0.214,0.142
0.276,0.214,0.57,0.281,0.224,0.14
0.276,0.194,0.587,0.264,0.23,0.137
0.278,0.192,0.594,0.271,0.228,0.134
0.278,0.188,0.596,0.298,0.225,0.131
0.275,0.206,0.596,0.272,0.217,0.128
0.272,0.218,0.595,0.276,0.216,0.125
0.27,0.201,0.595,0.287,0.227,0.122
0.266,0.203,0.601,0.273,0.228,0.12
0.26,0.225,0.596,0.286,0.223,0.127
0.26,0.232,0.585,0.268,0.219,0.149
0.265,0.228,0.58,0.26,0.22,0.171
0.269,0.214,0.581,0.268,0.223,0.192
0.269,0.209,0.579,0.249,0.22,0.203
0.268,0.229,0.568,0.257,0.218,0.2
0.267,0.237,0.564,0.283,0.211,0.197
0.263,0.237,0.566,0.288,0.208,0.194
0.263,0.219,0.568,0.27,0.218,0.191
0.265,0.193,0.566,0.252,0.224,0.188
0.267,0.207,0.563,0.259,0.222,0.185
0.265,0.231,0.565,0.286,0.217,0.182
0.262,0.217,0.566,0.268,0.22,0.179
0.26,0.205,0.569,0.262,0.222,0.176
0.256,0.224,0.572,0.268,0.213,0.173
0.25,0.216,0.575,0.263,0.216,0.17
0.247,0.195,0.571,0.285,0.225,0.166
0.245,0.213,0.566,0.269,0.215,0.163
0.245,0.217,0.573,0.259,0.216,0.16
0.244,0.214,0.582,0.273,0.219,0.157
0.238,0.231,0.58,0.268,0.21,0.154
0.24,0.206,0.573,0.273,0.214,0.151
0.244,0.188,0.576,0.291,0.223,0.148
0.247,0.211,0.58,0.283,0.223,0.145
0.25,0.224,0.579,0.25,0.217,0.142
0.253,0.224,0.581,0.248,0.213,0.139
0.254,0.233,0.59,0.272,0.211,0.136
0.255,0.227,0.593,0.255,0.218,0.133
0.252,0.231,0.592,0.275,0.221,0.13
0.248,0.218,0.596,0.299,0.22,0.127
0.245,0.192,0.597,0.282,0.225,0.124
0.243,0.211,0.592,0.291,0.225,0.134
0.245,0.236,0.585,0.304,0.217,0.163
0.247,0.221,0.588,0.246,0.218,0.192
0.251,0.199,0.588,0.22,0.221,0.221
0.257,0.202,0.575,0.273,0.217,0.234
0.26,0.223,0.569,0.297,0.219,0.228
0.259,0.221,0.568,0.264,0.226,0.222
0.261,0.211,0.573,0.258,0.224,0.216
0.263,0.232,0.572,0.301,0.22,0.21
0.266,0.216,0.57,0.318,0.225,0.204
0.273,0.205,0.579,0.272,0.22,0.198
0.275,0.221,0.589,0.26,0.212,0.191
0.275,0.22,0.587,0.306,0.211,0.185
0.272,0.209,0.583,0.298,0.225,0.179
0.272,0.192,0.584,0.283,0.228,0.173
0.268,0.206,0.582,0.223,0.219,0.167
0.261,0.232,0.582,0.183,0.205,0.161
0.26,0.233,0.59,0.258,0.203,0.155
0.261,0.216,0.591,0.299,0.207,0.156
0.262,0.216,0.581,0.27,0.206,0.166
0.265,0.23,0.571,0.259,0.205,0.176
0.269,0.23,0.567,0.27,0.212,0.186
0.274,0.228,0.57,0.28,0.216,0.195
0.278,0.224,0.577,0.304,0.213,0.194
0.279,0.23,0.585,0.265,0.209,0.178
0.276,0.221,0.596,0.219,0.213,0.162
0.272,0.209,0.607,0.23,0.22,0.146
0.27,0.217,0.611,0.286,0.217,0.13
0.268,0.21,0.606,0.314,0.226,0.114
0.267,0.193,0.599,0.268,0.235,0.114
0.265,0.188,0.598,0.245,0.228,0.137
0.265,0.192,0.595,0.272,0.225,0.159
0.269,0.199,0.581,0.276,0.229,0.182
0.272,0.192,0.572,0.266,0.228,0.204
0.274,0.185,0.581,0.235,0.222,0.206
0.274,0.204,0.582,0.243,0.216,0.181
0.275,0.227,0.583,0.284,0.208,0.156
0.27,0.231,0.584,0.302,0.206,0.144
0.265,0.233,0.585,0.25,0.208,0.148
0.263,0.226,0.59,0.239,0.211,0.152
0.264,0.198,0.586,0.27,0.222,0.156
0.264,0.206,0.576,0.278,0.221,0.16
0.262,0.23,0.573,0.306,0.221,0.164
0.263,0.231,0.575,0.248,0.223,0.168
0.262,0.235,0.58,0.202,0.215,0.172
0.262,0.216,0.581,0.257,0.222,0.176
0.265,0.206,0.579,0.297,0.223,0.18
0.266,0.227,0.563,0.313,0.216,0.184
0.267,0.235,0.555,0.298,0.215,0.188
0.269,0.221,0.556,0.229,0.218,0.192
0.272,0.195,0.568,0.224,0.22,0.196
0.276,0.208,0.577,0.277,0.213,0.192
0.28,0.233,0.573,0.317,0.209,0.176
0.281,0.231,0.571,0.315,0.212,0.161
0.28,0.224,0.572,0.3,0.215,0.145
0.277,0.215,0.578,0.235,0.217,0.139
0.273,0.219,0.58,0.198,0.216,0.144
0.27,0.23,0.588,0.247,0.212,0.149
0.269,0.221,0.588,0.283,0.216,0.154
0.27,0.196,0.582,0.299,0.224,0.159
0.271,0.193,0.583,0.299,0.222,0.165
0.271,0.215,0.58,0.282,0.216,0.17
0.268,0.233,0.577,0.269,0.214,0.175
0.264,0.234,0.576,0.237,0.217,0.18
0.261,0.234,0.577,0.238,0.223,0.185
0.262,0.228,0.581,0.26,0.225,0.191
0.264,0.206,0.583,0.284,0.229,0.196
0.265,0.194,0.574,0.277,0.232,0.201
0.262,0.209,0.564,0.262,0.218,0.206
0.255,0.231,0.559,0.284,0.206,0.211
0.25,0.225,0.556,0.285,0.217,0.217
0.246,0.206,0.55,0.275,0.225,0.222
0.242,0.193,0.539,0.253,0.226,0.227
0.237,0.201,0.527,0.268,0.222,0.233
0.236,0.204,0.519,0.317,0.218,0.241
0.238,0.211,0.512,0.311,0.221,0.248
0.238,0.223,0.509,0.306,0.211,0.256
0.237,0.202,0.503,0.326,0.217,0.263
0.236,0.193,0.5,0.285,0.228,0.271
0.236,0.209,0.5,0.252,0.226,0.278
0.236,0.229,0.502,0.247,0.215,0.278
0.235,0.212,0.501,0.246,0.215,0.269
0.237,0.195,0.498,0.264,0.219,0.259
0.237,0.217,0.493,0.264,0.207,0.249
0.234,0.224,0.491,0.241,0.211,0.239
0.234,0.198,0.495,0.223,0.221,0.229
0.232,0.199,0.501,0.246,0.224,0.219
0.229,0.213,0.499,0.263,0.224,0.209
0.226,0.219,0.489,0.271,0.221,0.2
0.225,0.227,0.489,0.271,0.221,0.19
0.222,0.218,0.484,0.276,0.232,0.18
0.224,0.212,0.473,0.286,0.232,0.187
0.226,0.224,0.466,0.266,0.217,0.215
0.225,0.227,0.456,0.272,0.213,0.243
0.228,0.232,0.444,0.288,0.215,0.272
0.231,0.236,0.441,0.304,0.215,0.285
0.232,0.219,0.444,0.268,0.217,0.277
0.229,0.192,0.452,0.291,0.224,0.27
0.229,0.189,0.455,0.269,0.227,0.239
0.23,0.206,0.45,0.258,0.224,0.204
0.232,0.208,0.448,0.295,0.225,0.202
0.234,0.206,0.452,0.284,0.216,0.2
0.233,0.221,0.454,0.282,0.213,0.199
0.231,0.213,0.453,0.26,0.22,0.197
0.228,0.194,0.453,0.264,0.216,0.195
0.223,0.202,0.447,0.284,0.22,0.194
0.221,0.213,0.442,0.272,0.224,0.192
0.223,0.191,0.44,0.292,0.229,0.191
0.221,0.196,0.434,0.268,0.232,0.189
0.22,0.221,0.427,0.255,0.22,0.187
0.225,0.228,0.422,0.272,0.215,0.186
0.229,0.22,0.422,0.281,0.216,0.184
0.229,0.212,0.424,0.294,0.216,0.182
0.224,0.209,0.426,0.264,0.218,0.181
0.222,0.217,0.425,0.275,0.212,0.179
0.219,0.211,0.42,0.271,0.213,0.178
0.215,0.218,0.42,0.274,0.216,0.176
0.217,0.222,0.424,0.296,0.215,0.174
0.221,0.227,0.429,0.257,0.215,0.173
0.227,0.206,0.434,0.267,0.223,0.171
0.229,0.197,0.435,0.266,0.225,0.169
0.231,0.197,0.437,0.269,0.222,0.168
0.231,0.199,0.442,0.283,0.227,0.166
0.229,0.203,0.444,0.263,0.231,0.147
0.236,0.189,0.447,0.271,0.228,0.123
0.241,0.199,0.454,0.263,0.221,0.124
0.239,0.223,0.461,0.27,0.214,0.126
0.238,0.205,0.464,0.301,0.218,0.127
0.236,0.183,0.457,0.269,0.227,0.128
0.236,0.184,0.45,0.254,0.231,0.129
0.238,0.189,0.45,0.27,0.232,0.131
0.24,0.197,0.45,0.274,0.23,0.132
0.24,0.212,0.45,0.278,0.219,0.133
0.241,0.21,0.448,0.255,0.215,0.134
0.242,0.213,0.447,0.254,0.212,0.136
0.245,0.21,0.451,0.292,0.214,0.137
0.248,0.206,0.462,0.3,0.215,0.138
0.248,0.219,0.467,0.285,0.213,0.139
0.246,0.191,0.463,0.276,0.223,0.14
0.242,0.186,0.463,0.272,0.225,0.142
0.243,0.215,0.467,0.277,0.22,0.143
0.248,0.242,0.468,0.268,0.214,0.144
0.252,0.226,0.469,0.279,0.215,0.145
0.255,0.209,0.472,0.26,0.219,0.147
0.252,0.196,0.472,0.261,0.223,0.148
0.25,0.193,0.476,0.271,0.224,0.149
0.25,0.222,0.478,0.272,0.215,0.15
0.252,0.223,0.475,0.291,0.217,0.152
0.25,0.195,0.467,0.276,0.227,0.153
0.251,0.187,0.462,0.277,0.223,0.154
0.255,0.183,0.464,0.299,0.226,0.155
0.26,0.181,0.465,0.277,0.228,0.157
0.262,0.206,0.466,0.278,0.221,0.158
0.262,0.222,0.466,0.273,0.216,0.159
0.261,0.219,0.473,0.258,0.214,0.16
0.259,0.21,0.479,0.287,0.218,0.162
0.26,0.185,0.475,0.297,0.227,0.164
0.262,0.2,0.481,0.285,0.226,0.166
0.261,0.214,0.48,0.268,0.22,0.168
0.259,0.21,0.469,0.268,0.219,0.171
0.256,0.218,0.461,0.266,0.217,0.173
0.254,0.202,0.459,0.277,0.222,0.175
0.253,0.203,0.457,0.295,0.222,0.177
0.253,0.23,0.462,0.267,0.213,0.179
0.256,0.23,0.47,0.253,0.211,0.182
0.255,0.232,0.464,0.235,0.218,0.184
0.254,0.202,0.457,0.246,0.232,0.186
0.25,0.201,0.463,0.27,0.227,0.188
0.247,0.213,0.463,0.275,0.219,0.19
0.246,0.214,0.448,0.292,0.22,0.192
0.246,0.214,0.44,0.256,0.222,0.195
0.248,0.191,0.437,0.248,0.228,0.197
0.253,0.2,0.438,0.292,0.225,0.199
0.255,0.202,0.446,0.301,0.224,0.201
0.254,0.219,0.453,0.28,0.218,0.203
0.253,0.24,0.454,0.251,0.212,0.199
0.25,0.217,0.451,0.261,0.217,0.185
0.247,0.192,0.45,0.269,0.223,0.171
0.243,0.207,0.455,0.259,0.212,0.158
0.243,0.223,0.457,0.273,0.206,0.144
0.242,0.224,0.457,0.274,0.213,0.13
0.241,0.203,0.464,0.271,0.225,0.117
0.24,0.205,0.474,0.225,0.226,0.103
0.241,0.211,0.484,0.237,0.221,0.0976
0.242,0.195,0.486,0.264,0.226,0.103
0.243,0.208,0.488,0.256,0.221,0.108
0.25,0.217,0.489,0.263,0.219,0.114
0.254,0.232,0.487,0.249,0.215,0.119
0.256,0.212,0.484,0.275,0.225,0.146
0.256,0.195,0.477,0.272,0.236,0.177
0.254,0.2,0.472,0.268,0.23,0.177
0.253,0.196,0.467,0.275,0.226,0.177
0.252,0.21,0.462,0.26,0.217,0.177
0.25,0.22,0.457,0.266,0.211,0.177
0.249,0.198,0.457,0.277,0.215,0.177
0.248,0.185,0.458,0.296,0.217,0.177
0.247,0.192,0.457,0.276,0.22,0.177
0.247,0.199,0.456,0.271,0.224,0.177
0.249,0.202,0.455,0.283,0.221,0.177
0.255,0.191,0.457,0.252,0.225,0.177
0.255,0.205,0.451,0.265,0.224,0.176
0.253,0.23,0.448,0.325,0.217,0.174
0.254,0.237,0.452,0.315,0.211,0.173
0.253,0.246,0.448,0.273,0.21,0.171
0.257,0.233,0.449,0.252,0.211,0.17
0.261,0.223,0.453,0.265,0.208,0.168
0.264,0.226,0.458,0.255,0.214,0.166
0.264,0.227,0.461,0.249,0.216,0.165
0.261,0.22,0.465,0.274,0.215,0.163
0.258,0.221,0.471,0.249,0.212,0.161
0.261,0.235,0.471,0.268,0.212,0.16
0.265,0.237,0.471,0.268,0.216,0.158
0.267,0.232,0.481,0.251,0.213,0.157
0.268,0.232,0.488,0.266,0.212,0.155
0.268,0.23,0.49,0.262,0.215,0.153
0.265,0.223,0.486,0.301,0.215,0.152
0.264,0.23,0.482,0.271,0.213,0.15
0.266,0.224,0.485,0.247,0.216,0.149
0.266,0.203,0.492,0.27,0.22,0.147
0.266,0.21,0.498,0.263,0.22,0.145
0.266,0.23,0.505,0.286,0.216,0.144
0.268,0.215,0.503,0.26,0.223,0.142
0.265,0.214,0.495,0.25,0.221,0.141
0.259,0.233,0.499,0.291,0.22,0.139
0.26,0.225,0.51,0.305,0.22,0.137
0.261,0.208,0.514,0.277,0.216,0.136
0.263,0.208,0.515,0.242,0.219,0.134
0.267,0.203,0.509,0.253,0.226,0.133
0.271,0.205,0.499,0.291,0.229,0.134
0.274,0.213,0.499,0.287,0.225,0.134
0.274,0.218,0.501,0.299,0.22,0.134
0.277,0.24,0.512,0.272,0.211,0.135
0.279,0.236,0.526,0.249,0.207,0.135
0.278,0.21,0.526,0.284,0.216,0.136
0.276,0.194,0.528,0.295,0.222,0.136
0.275,0.211,0.536,0.278,0.216,0.136
0.274,0.22,0.535,0.249,0.215,0.137
0.273,0.217,0.54,0.267,0.216,0.137
0.27,0.216,0.538,0.264,0.215,0.137
0.267,0.221,0.528,0.261,0.212,0.138
0.268,0.209,0.526,0.265,0.215,0.138
0.277,0.201,0.533,0.245,0.212,0.139
0.284,0.19,0.536,0.273,0.214,0.139
0.285,0.186,0.536,0.274,0.218,0.141
0.283,0.215,0.536,0.271,0.212,0.142
0.279,0.222,0.539,0.298,0.217,0.144
0.272,0.207,0.55,0.286,0.222,0.137
0.268,0.226,0.555,0.265,0.214,0.12
0.266,0.236,0.561,0.259,0.217,0.103
0.26,0.223,0.561,0.277,0.222,0.105
0.258,0.205,0.553,0.27,0.225,0.132
0.257,0.21,0.546,0.252,0.227,0.159
0.259,0.233,0.536,0.277,0.221,0.175
0.261,0.237,0.537,0.26,0.21,0.176
0.259,0.224,0.546,0.266,0.21,0.177
0.259,0.209,0.551,0.295,0.214,0.178
0.26,0.21,0.544,0.294,0.214,0.18
0.257,0.226,0.536,0.275,0.216,0.181
0.254,0.228,0.538,0.251,0.216,0.182
0.252,0.225,0.533,0.265,0.213,0.183
0.249,0.218,0.531,0.274,0.219,0.184
0.249,0.198,0.536,0.275,0.227,0.185
0.252,0.186,0.534,0.288,0.222,0.187
0.254,0.185,0.533,0.263,0.221,0.188
0.252,0.187,0.534,0.269,0.224,0.189
0.251,0.195,0.534,0.259,0.225,0.19
0.253,0.192,0.528,0.259,0.226,0.191
0.253,0.192,0.518,0.3,0.224,0.193
0.25,0.2,0.509,0.299,0.223,0.194
0.246,0.208,0.504,0.282,0.22,0.195
0.246,0.198,0.509,0.25,0.225,0.196
0.247,0.209,0.509,0.24,0.226,0.197
0.25,0.213,0.503,0.294,0.221,0.199
0.249,0.195,0.501,0.307,0.224,0.2
0.245,0.204,0.5,0.295,0.224,0.201
0.243,0.221,0.498,0.26,0.221,0.202
0.246,0.236,0.495,0.271,0.215,0.203
0.248,0.212,0.496,0.316,0.222,0.204
0.249,0.208,0.497,0.283,0.224,0.206
0.249,0.22,0.496,0.274,0.219,0.207
0.248,0.205,0.494,0.256,0.224,0.208
0.246,0.215,0.488,0.254,0.221,0.209
0.244,0.216,0.485,0.262,0.22,0.21
0.243,0.204,0.484,0.268,0.226,0.212
0.243,0.218,0.485,0.29,0.222,0.213
0.241,0.23,0.481,0.247,0.219,0.214
0.242,0.22,0.483,0.244,0.22,0.215
0.191,0.157,0.482,0.283,0.224,0.216
0.127,0.104,0.464,0.269,0.228,0.217
0.13,0.075,0.45,0.296,0.233,0.219
0.134,0.0818,0.444,0.285,0.229,0.22
0.135,0.107,0.449,0.25,0.217,0.221
0.136,0.0942,0.45,0.283,0.216,0.211
0.135,0.0775,0.45,0.281,0.222,0.185
0.135,0.0668,0.452,0.297,0.227,0.16
0.138,0.0744,0.46,0.282,0.226,0.146
0.139,0.097,0.468,0.25,0.22,0.146
0.138,0.104,0.471,0.277,0.214,0.147
0.134,0.081,0.476,0.277,0.216,0.147
0.133,0.0589,0.479,0.298,0.221,0.147
0.13,0.0792,0.477,0.292,0.218,0.148
0.129,0.0976,0.478,0.264,0.211,0.148
0.132,0.0917,0.478,0.258,0.215,0.148
0.132,0.0926,0.478,0.258,0.221,0.149
0.135,0.0976,0.477,0.266,0.218,0.149
0.135,0.0899,0.477,0.256,0.217,0.15
0.136,0.0875,0.481,0.292,0.215,0.15
0.134,0.0839,0.485,0.278,0.215,0.15
0.132,0.0631,0.482,0.279,0.223,0.151
0.132,0.0599,0.475,0.275,0.23,0.151
0.13,0.0754,0.475,0.25,0.226,0.152
0.128,0.0817,0.479,0.261,0.221,0.152
0.127,0.065,0.483,0.242,0.228,0.152
0.13,0.0542,0.484,0.275,0.227,0.153
0.129,0.0733,0.477,0.268,0.22,0.153
0.131,0.0812,0.476,0.255,0.215,0.153
0.133,0.0586,0.475,0.28,0.219,0.154
0.131,0.0671,0.475,0.282,0.226,0.154
0.129,0.0821,0.476,0.276,0.225,0.155
0.131,0.0869,0.479,0.263,0.219,0.155
0.133,0.0928,0.486,0.274,0.215,0.155
0.135,0.0784,0.478,0.258,0.22,0.156
0.136,0.0877,0.471,0.254,0.221,0.156
0.134,0.105,0.478,0.262,0.215,0.156
0.132,0.0835,0.484,0.25,0.219,0.157
0.129,0.0617,0.486,0.294,0.226,0.157
0.126,0.0587,0.496,0.298,0.227,0.157
0.123,0.0563,0.494,0.287,0.23,0.157
0.122,0.0771,0.483,0.255,0.225,0.157
0.119,0.0996,0.485,0.251,0.22,0.158
0.116,0.102,0.482,0.28,0.214,0.16
0.117,0.11,0.476,0.259,0.21,0.162
0.117,0.109,0.478,0.302,0.215,0.164
0.118,0.0966,0.478,0.283,0.218,0.166
0.122,0.0807,0.476,0.25,0.221,0.168
0.127,0.0781,0.476,0.291,0.218,0.17
0.129,0.0947,0.475,0.29,0.215,0.172
0.128,0.0991,0.468,0.266,0.212,0.174
0.126,0.106,0.474,0.27,0.209,0.176
0.121,0.106,0.487,0.285,0.208,0.17
0.114,0.0945,0.488,0.278,0.216,0.156
0.107,0.0865,0.48,0.282,0.222,0.141
0.105,0.0937,0.473,0.255,0.216,0.141
0.108,0.115,0.473,0.236,0.21,0.159
0.111,0.106,0.476,0.267,0.218,0.178
0.113,0.0846,0.469,0.283,0.223,0.196
0.109,0.0932,0.46,0.284,0.219,0.215
0.107,0.0852,0.458,0.275,0.217,0.223
0.107,0.0748,0.458,0.298,0.215,0.219
0.107,0.0759,0.46,0.282,0.221,0.215
0.107,0.0653,0.455,0.261,0.225,0.211
0.107,0.065,0.446,0.271,0.223,0.207
0.107,0.057,0.44,0.267,0.223,0.203
0.109,0.0742,0.442,0.274,0.219,0.2
0.11,0.0808,0.451,0.269,0.218,0.196
0.113,0.0812,0.45,0.285,0.222,0.192
0.116,0.0733,0.449,0.276,0.219,0.188
0.115,0.0641,0.447,0.283,0.219,0.184
0.116,0.0873,0.443,0.266,0.223,0.18
0.117,0.0969,0.451,0.254,0.218,0.176
0.118,0.0901,0.462,0.254,0.213,0.172
0.118,0.0894,0.459,0.251,0.217,0.168
0.117,0.0996,0.453,0.303,0.215,0.164
0.113,0.115,0.457,0.293,0.205,0.16
0.11,0.118,0.46,0.259,0.21,0.156
