X0,X1,X2,X3,X4,X5,X6,Y
53.49,81250,89697,1.69,1.75,0.19,1.62,17.32
51.52,81295,89752,1.7,1.76,0.19,1.62,17.36
48.7,81341,89807,1.7,1.77,0.19,1.62,17.4
45.28,81387,89864,1.7,1.75,0.19,1.62,17.45
41.62,81435,89921,1.7,1.77,0.19,1.62,17.49
37.2,81484,89980,1.7,1.77,0.19,1.63,17.53
11.16,81534,90040,1.7,1.77,0.19,1.63,17.57
49.77,81586,90102,1.71,1.77,0.19,1.63,17.61
48.34,81638,90164,1.71,1.76,0.19,1.63,17.65
43.03,81692,90228,1.71,1.74,0.19,1.63,17.68
37.42,81745,90291,1.71,1.74,0.19,1.63,17.72
32.02,81797,90353,1.71,1.74,0.19,1.64,17.76
26.3,81849,90414,1.72,1.75,0.19,1.64,17.8
21.8,81899,90474,1.72,1.77,0.19,1.64,17.84
18.55,81947,90532,1.72,1.79,0.19,1.64,17.88
15.68,81993,90588,1.72,1.82,0.19,1.64,17.92
13.88,82039,90644,1.72,1.83,0.19,1.64,17.96
12.89,82084,90699,1.72,1.84,0.19,1.65,18
12.61,82129,90754,1.73,1.86,0.19,1.65,18.04
12.97,82174,90809,1.73,1.87,0.19,1.65,18.08
13.46,82220,90865,1.73,1.88,0.19,1.65,18.12
13.94,82267,90922,1.73,1.88,0.19,1.65,18.16
13.98,82316,90981,1.73,1.86,0.19,1.65,18.2
13.43,82366,91041,1.73,1.85,0.19,1.66,18.24
11.73,82417,91102,1.74,1.85,0.19,1.66,18.28
9.88,82468,91163,1.74,1.86,0.19,1.66,18.32
8.35,82518,91224,1.74,1.87,0.19,1.66,18.36
7.38,82569,91284,1.74,1.87,0.19,1.66,18.4
6.88,82619,91344,1.74,1.91,0.19,1.66,18.45
8.03,82667,91403,1.74,1.89,0.19,1.67,18.49
8.89,82714,91460,1.75,1.9,0.19,1.67,18.53
9.99,82760,91516,1.75,1.93,0.19,1.67,18.57
11.41,82805,91572,1.75,1.94,0.19,1.67,18.61
12.98,82850,91626,1.75,1.94,0.19,1.67,18.65
13.44,82894,91680,1.75,1.94,0.19,1.67,18.7
14.22,82938,91735,1.75,1.95,0.19,1.68,18.74
14.12,82983,91790,1.76,1.97,0.19,1.68,18.78
13.89,83028,91845,1.76,1.99,0.19,1.68,18.82
14.78,83073,91899,1.76,1.96,0.19,1.68,18.86
14.04,83117,91954,1.76,1.96,0.19,1.68,18.9
13.37,83162,92009,1.76,1.96,0.19,1.68,18.94
13.25,83206,92064,1.76,1.98,0.19,1.69,18.99
14.05,83251,92119,1.77,1.98,0.19,1.69,19.03
15.19,83297,92175,1.77,1.99,0.19,1.69,19.07
15.17,83343,92231,1.77,1.97,0.19,1.69,19.11
14.44,83390,92289,1.77,1.96,0.19,1.69,19.15
12.92,83437,92346,1.77,1.94,0.19,1.69,19.19
10.85,83484,92403,1.77,1.93,0.19,1.7,19.24
9.57,83531,92460,1.78,1.92,0.19,1.7,19.28
7.3,83576,92516,1.78,1.9,0.19,1.7,19.32
4.71,83622,92571,1.78,1.91,0.19,1.7,19.36
3.66,83666,92626,1.78,1.88,0.19,1.7,19.39
2.19,83710,92680,1.78,1.88,0.19,1.7,19.43
0.56,83754,92734,1.78,1.89,0.19,1.7,19.47
0,83798,92788,1.79,1.87,0.19,1.71,19.51
0,83843,92842,1.79,1.89,0.19,1.71,19.55
0,83889,92898,1.79,1.89,0.19,1.71,19.59
0,83934,92954,1.79,1.92,0.19,1.71,19.63
0,83980,93010,1.79,1.93,0.19,1.71,19.67
0,84026,93065,1.79,1.94,0.19,1.71,19.71
0,84071,93121,1.79,1.93,0.19,1.71,19.75
0,84116,93176,1.8,1.95,0.19,1.72,19.79
0,84161,93231,1.8,1.95,0.19,1.72,19.83
0,84206,93286,1.8,1.93,0.19,1.72,19.87
0,84251,93342,1.8,1.91,0.19,1.72,19.91
0,84296,93397,1.8,1.92,0.19,1.72,19.95
0,84341,93453,1.8,1.91,0.19,1.72,19.99
0,84387,93508,1.8,1.88,0.19,1.72,20.03
0,84433,93564,1.81,1.91,0.19,1.73,20.07
0,84478,93620,1.81,1.93,0.19,1.73,20.11
0,84524,93675,1.81,1.94,0.19,1.73,20.15
0,84569,93731,1.81,1.94,0.19,1.73,20.19
0,84615,93787,1.81,1.93,0.19,1.73,20.22
4.85,84661,93844,1.81,1.93,0.19,1.73,20.26
2.84,84707,93900,1.81,1.95,0.19,1.73,20.3
0.85,84753,93957,1.82,1.94,0.19,1.74,20.34
0,84800,94014,1.82,1.93,0.19,1.74,20.38
0,84847,94071,1.82,1.91,0.19,1.74,20.42
0,84894,94128,1.82,1.9,0.19,1.74,20.46
0,84940,94185,1.82,1.9,0.19,1.74,20.5
0,84987,94242,1.82,1.92,0.19,1.74,20.54
5.26,85033,94298,1.83,1.91,0.19,1.74,20.57
1.28,85078,94353,1.83,1.9,0.19,1.75,20.61
0,85123,94409,1.83,1.92,0.19,1.75,20.65
0,85169,94465,1.83,1.92,0.19,1.75,20.69
3.73,85215,94521,1.83,1.91,0.19,1.75,20.72
0,85262,94578,1.83,1.92,0.19,1.75,20.76
0,85309,94635,1.83,1.93,0.19,1.75,20.8
3.16,85356,94693,1.83,1.91,0.19,1.75,20.83
0.95,85403,94750,1.84,1.91,0.19,1.75,20.87
10.46,85449,94807,1.84,1.91,0.19,1.76,20.91
4.97,85496,94863,1.84,1.92,0.19,1.76,20.94
0,85543,94920,1.84,1.91,0.19,1.76,20.98
0,85589,94976,1.84,1.93,0.19,1.76,21.01
0,85636,95033,1.84,1.91,0.19,1.76,21.04
0,85682,95089,1.84,1.89,0.19,1.76,21.08
6.54,85729,95146,1.84,1.89,0.19,1.76,21.11
1.96,85775,95202,1.85,1.9,0.19,1.76,21.14
16.2,85821,95258,1.85,1.9,0.19,1.76,21.17
7,85867,95313,1.85,1.91,0.19,1.77,21.21
2.1,85912,95368,1.85,1.92,0.19,1.77,21.24
8.32,85957,95423,1.85,1.94,0.19,1.77,21.27
2.5,86001,95477,1.85,1.92,0.19,1.77,21.31
17.23,86045,95531,1.85,1.91,0.19,1.77,21.34
7.59,86089,95585,1.85,1.92,0.19,1.77,21.37
2.28,86133,95639,1.86,1.93,0.19,1.77,21.41
8.46,86178,95694,1.86,1.92,0.19,1.77,21.44
2.54,86223,95749,1.86,1.93,0.19,1.77,21.47
17.5,85569,95004,1.85,1.92,0.19,1.77,21.51
7.6,84913,94257,1.84,1.91,0.19,1.75,21.54
2.28,84254,93506,1.82,1.92,0.19,1.74,21.58
11.28,83591,92752,1.81,1.91,0.19,1.73,21.61
4.64,82926,91994,1.79,1.93,0.19,1.71,21.65
1.39,82259,91237,1.78,1.92,0.19,1.7,21.69
8.27,81595,90480,1.77,1.88,0.19,1.69,21.72
2.69,80933,89727,1.75,1.85,0.19,1.67,21.76
0.81,80274,88976,1.74,1.8,0.19,1.66,21.79
4.44,79618,88228,1.73,1.75,0.19,1.65,21.83
1.33,79662,88282,1.72,1.73,0.19,1.64,21.86
13.08,79707,88337,1.72,1.72,0.19,1.65,21.9
3.62,79753,88393,1.72,1.71,0.19,1.65,21.93
1.08,79801,88450,1.72,1.67,0.19,1.65,21.96
0.33,79848,88507,1.73,1.69,0.19,1.65,22
0.1,79895,88563,1.73,1.69,0.19,1.65,22.03
11.17,79942,88620,1.73,1.66,0.19,1.65,22.06
3.35,79988,88675,1.73,1.66,0.19,1.65,22.1
25.42,80033,88730,1.73,1.67,0.19,1.65,22.13
11.93,80077,88784,1.73,1.68,0.19,1.65,22.16
3.58,80121,88837,1.73,1.7,0.19,1.65,22.19
12.92,80166,88891,1.73,1.72,0.19,1.66,22.23
3.88,80211,88946,1.73,1.72,0.19,1.66,22.26
25.78,80256,89001,1.73,1.72,0.19,1.66,22.29
10.8,80302,89056,1.74,1.71,0.19,1.66,22.32
3.24,80348,89111,1.74,1.71,0.19,1.66,22.35
0.97,80393,89167,1.74,1.72,0.19,1.66,22.38
0.29,80438,89221,1.74,1.73,0.19,1.66,22.41
15.42,80483,89275,1.74,1.74,0.19,1.66,22.44
4.63,80527,89329,1.74,1.74,0.19,1.66,22.47
32.19,80571,89382,1.74,1.74,0.19,1.66,22.5
14.94,80615,89435,1.74,1.74,0.19,1.66,22.53
4.48,80659,89489,1.74,1.73,0.19,1.66,22.56
13.59,80704,89543,1.74,1.72,0.19,1.67,22.59
4.08,80748,89597,1.74,1.72,0.19,1.67,22.61
27.87,80793,89650,1.74,1.72,0.19,1.67,22.64
8.36,80837,89704,1.75,1.71,0.19,1.67,22.67
50.21,80881,89757,1.75,1.7,0.19,1.67,22.69
28.75,80925,89810,1.75,1.7,0.19,1.67,22.72
8.63,80969,89864,1.75,1.69,0.19,1.67,22.75
25.34,81014,89917,1.75,1.67,0.19,1.67,22.77
7.6,81058,89971,1.75,1.67,0.19,1.67,22.8
42.81,81103,90024,1.75,1.67,0.19,1.67,22.82
21.36,81147,90078,1.75,1.69,0.19,1.67,22.85
6.41,81192,90132,1.75,1.69,0.19,1.67,22.88
18.41,81237,90186,1.75,1.69,0.19,1.67,22.9
5.52,81282,90241,1.75,1.67,0.19,1.67,22.93
34.89,81327,90295,1.75,1.68,0.19,1.67,22.96
10.47,81371,90349,1.75,1.68,0.19,1.67,22.98
58.56,81415,90402,1.75,1.68,0.19,1.68,23.01
37.79,81459,90455,1.75,1.7,0.19,1.68,23.03
15.33,81502,90507,1.76,1.7,0.19,1.68,23.06
4.6,81544,90559,1.76,1.71,0.19,1.68,23.09
1.38,81587,90611,1.76,1.7,0.19,1.68,23.11
0.41,81630,90664,1.76,1.68,0.19,1.68,23.14
0.12,81675,90718,1.76,1.68,0.19,1.68,23.16
0.04,81720,90772,1.76,1.69,0.19,1.68,23.19
19,81766,90827,1.76,1.68,0.19,1.68,23.21
5.7,81811,90882,1.76,1.69,0.19,1.68,23.23
39.78,81856,90936,1.76,1.7,0.19,1.68,23.26
18.1,81900,90989,1.76,1.71,0.19,1.68,23.28
5.43,81943,91042,1.76,1.73,0.19,1.68,23.31
1.63,81987,91095,1.76,1.72,0.19,1.68,23.33
0.49,82031,91149,1.76,1.72,0.19,1.68,23.36
20.17,82076,91204,1.76,1.71,0.19,1.68,23.38
6.05,82123,91260,1.76,1.71,0.19,1.68,23.41
40.5,82170,91317,1.76,1.7,0.19,1.69,23.43
12.15,82219,91375,1.76,1.68,0.19,1.69,23.46
65.5,82268,91434,1.77,1.67,0.19,1.69,23.48
38.49,82316,91492,1.77,1.68,0.19,1.69,23.5
11.55,82364,91549,1.77,1.69,0.19,1.69,23.52
30.79,82412,91606,1.77,1.7,0.19,1.69,23.55
9.24,82458,91662,1.77,1.7,0.19,1.69,23.57
48.88,82503,91716,1.77,1.7,0.19,1.69,23.59
22.9,82548,91770,1.77,1.69,0.19,1.69,23.61
6.87,82592,91824,1.77,1.69,0.19,1.69,23.63
2.06,82636,91877,1.77,1.68,0.19,1.69,23.65
0.62,82681,91931,1.77,1.64,0.19,1.69,23.67
0.19,82726,91985,1.77,1.64,0.19,1.69,23.69
0.06,82771,92039,1.77,1.62,0.19,1.69,23.71
0.02,82817,92094,1.77,1.62,0.19,1.69,23.72
0.01,82863,92149,1.77,1.59,0.19,1.69,23.74
22.77,82910,92205,1.77,1.59,0.19,1.69,23.76
6.83,82958,92261,1.77,1.57,0.19,1.69,23.77
45.75,83005,92317,1.77,1.55,0.19,1.69,23.78
13.73,83051,92372,1.77,1.55,0.19,1.69,23.8
75.83,83097,92427,1.77,1.55,0.19,1.69,23.81
43.53,83142,92480,1.77,1.56,0.19,1.69,23.83
13.06,83185,92532,1.77,1.56,0.19,1.69,23.84
34.78,83227,92583,1.77,1.57,0.19,1.69,23.86
10.43,83267,92632,1.77,1.58,0.19,1.69,23.87
54.94,83307,92680,1.77,1.58,0.19,1.69,23.89
26.74,83347,92730,1.77,1.58,0.19,1.69,23.91
8.02,83388,92780,1.77,1.55,0.19,1.69,23.92
2.41,83431,92831,1.77,1.55,0.19,1.69,23.94
0.72,83474,92883,1.77,1.54,0.19,1.69,23.95
0.22,83519,92937,1.77,1.54,0.19,1.69,23.97
0.06,83564,92991,1.77,1.54,0.19,1.69,23.98
23.18,83609,93045,1.77,1.53,0.19,1.69,24
6.95,83654,93099,1.77,1.53,0.19,1.69,24.01
45.81,82980,92332,1.76,1.64,0.19,1.68,24.04
13.74,82303,91561,1.75,1.63,0.19,1.67,24.06
74.97,81623,90787,1.73,1.63,0.19,1.66,24.08
55.12,80940,90011,1.72,1.64,0.19,1.64,24.11
34.43,80257,89234,1.71,1.63,0.19,1.63,24.13
10.33,79573,88456,1.69,1.64,0.19,1.61,24.16
33.04,78889,87678,1.68,1.63,0.19,1.6,24.19
20.56,78205,86900,1.66,1.6,0.19,1.59,24.22
6.17,77521,86123,1.65,1.6,0.19,1.57,24.24
21.86,76840,85347,1.63,1.56,0.19,1.56,24.27
6.56,76857,85374,1.63,1.54,0.19,1.56,24.3
38.78,76879,85405,1.63,1.53,0.19,1.56,24.32
22.06,76905,85440,1.63,1.48,0.19,1.56,24.35
6.62,76935,85479,1.63,1.45,0.19,1.56,24.37
19.45,76968,85521,1.63,1.44,0.19,1.56,24.4
5.84,77001,85563,1.63,1.42,0.19,1.56,24.42
35.73,77032,85603,1.63,1.44,0.19,1.56,24.44
10.72,77059,85639,1.63,1.46,0.19,1.56,24.47
64.17,77079,85668,1.63,1.51,0.19,1.56,24.49
45.31,77097,85694,1.63,1.56,0.19,1.56,24.52
26.01,77113,85720,1.63,1.56,0.19,1.56,24.55
7.8,77132,85747,1.63,1.56,0.19,1.56,24.58
25.15,77153,85777,1.63,1.55,0.19,1.56,24.6
7.55,77179,85812,1.63,1.52,0.19,1.56,24.63
42.97,77209,85851,1.63,1.52,0.19,1.56,24.66
23.45,77241,85892,1.63,1.5,0.19,1.56,24.68
7.04,77274,85933,1.63,1.49,0.19,1.56,24.71
21.35,77305,85974,1.63,1.49,0.19,1.56,24.74
6.41,77333,86011,1.63,1.52,0.19,1.56,24.77
42.01,77358,86045,1.63,1.55,0.19,1.56,24.79
23.6,77379,86074,1.63,1.57,0.19,1.56,24.82
7.08,77397,86102,1.63,1.59,0.19,1.56,24.86
25.36,77415,86128,1.63,1.58,0.19,1.56,24.89
11.66,77435,86157,1.63,1.59,0.19,1.56,24.92
3.5,77457,86188,1.63,1.57,0.19,1.56,24.95
13.65,77483,86223,1.63,1.55,0.19,1.56,24.98
4.1,77512,86261,1.63,1.53,0.19,1.56,25.01
29.58,77543,86300,1.63,1.51,0.19,1.56,25.04
8.87,77574,86340,1.63,1.52,0.19,1.56,25.07
51.99,77603,86379,1.63,1.53,0.19,1.56,25.1
36.29,77631,86415,1.63,1.54,0.19,1.56,25.13
18.32,77655,86448,1.63,1.57,0.19,1.56,25.16
5.5,77677,86479,1.64,1.56,0.19,1.56,25.19
17.42,77698,86509,1.64,1.58,0.19,1.56,25.23
5.23,77719,86539,1.64,1.6,0.19,1.56,25.26
33.1,77742,86571,1.64,1.59,0.19,1.56,25.3
22.05,77766,86604,1.64,1.6,0.19,1.56,25.33
9.24,77793,86640,1.64,1.59,0.19,1.56,25.37
2.77,77821,86677,1.64,1.56,0.19,1.56,25.4
0.83,77850,86715,1.64,1.57,0.19,1.56,25.44
0.25,77956,86830,1.64,1.13,0.19,1.56,25.44
0.07,78061,86944,1.64,1.12,0.19,1.56,25.44
0.02,78164,87056,1.64,1.13,0.19,1.56,25.45
0.01,78265,87165,1.64,1.12,0.19,1.56,25.46
0,78363,87272,1.64,1.13,0.19,1.56,25.46
0,78461,87378,1.64,1.1,0.19,1.56,25.47
0,78559,87485,1.64,1.09,0.19,1.56,25.48
30.82,78659,87593,1.64,1.1,0.19,1.56,25.48
9.24,78760,87702,1.64,1.09,0.19,1.56,25.49
60.69,78863,87814,1.64,1.1,0.19,1.56,25.49
34.67,78968,87928,1.64,1.1,0.19,1.56,25.5
10.4,79074,88042,1.64,1.13,0.19,1.57,25.51
32.83,79180,88157,1.64,1.13,0.19,1.57,25.51
9.85,79286,88271,1.64,1.15,0.19,1.57,25.52
58.18,79390,88385,1.64,1.16,0.19,1.57,25.53
29.88,79494,88497,1.64,1.15,0.19,1.57,25.54
8.97,79596,88608,1.64,1.17,0.19,1.57,25.55
2.69,79698,88719,1.64,1.16,0.19,1.57,25.55
0.81,79799,88829,1.64,1.16,0.19,1.57,25.56
27.96,79900,88938,1.64,1.16,0.19,1.57,25.57
8.39,80002,89048,1.64,1.16,0.19,1.57,25.58
55.38,80104,89159,1.64,1.16,0.19,1.57,25.59
16.61,80207,89271,1.64,1.16,0.19,1.57,25.59
89.32,80311,89382,1.64,1.15,0.19,1.57,25.6
61.82,80415,89495,1.64,1.16,0.19,1.57,25.6
30.15,80520,89608,1.64,1.16,0.19,1.57,25.61
9.04,80624,89720,1.64,1.18,0.19,1.57,25.61
2.71,80728,89832,1.64,1.2,0.19,1.57,25.62
0.81,80830,89943,1.64,1.22,0.19,1.57,25.62
0.24,80932,90053,1.64,1.21,0.19,1.57,25.63
0.07,81032,90162,1.64,1.21,0.19,1.57,25.64
26.03,81132,90270,1.64,1.22,0.19,1.57,25.64
7.81,81232,90378,1.64,1.24,0.19,1.57,25.65
52.21,81333,90487,1.64,1.25,0.19,1.57,25.65
15.66,81434,90596,1.64,1.26,0.19,1.57,25.66
84.99,81536,90706,1.64,1.25,0.19,1.57,25.66
53.28,81637,90816,1.64,1.24,0.19,1.57,25.66
15.98,81739,90925,1.64,1.25,0.19,1.57,25.67
44.59,81841,91035,1.64,1.26,0.19,1.57,25.67
13.38,81942,91144,1.64,1.26,0.19,1.57,25.68
68.18,82042,91253,1.64,1.26,0.19,1.57,25.68
34.04,82143,91361,1.64,1.29,0.19,1.57,25.69
10.21,82243,91469,1.64,1.3,0.19,1.57,25.69
3.06,82343,91577,1.64,1.31,0.19,1.57,25.7
0.92,82443,91685,1.64,1.3,0.19,1.57,25.7
0.28,82544,91794,1.64,1.3,0.19,1.57,25.71
0.08,82645,91903,1.64,1.31,0.19,1.57,25.71
23.35,82746,92013,1.64,1.29,0.19,1.57,25.72
7,82848,92123,1.64,1.29,0.19,1.57,25.73
46.39,82949,92232,1.64,1.3,0.19,1.57,25.73
13.92,82303,91491,1.63,1.54,0.19,1.56,25.75
78.17,81655,90747,1.62,1.55,0.19,1.55,25.78
47.34,81002,90000,1.61,1.57,0.19,1.53,25.8
14.2,80347,89249,1.59,1.57,0.19,1.52,25.83
41.99,79691,88498,1.58,1.56,0.19,1.51,25.86
12.6,79035,87747,1.57,1.55,0.19,1.5,25.89
66.63,78380,86997,1.55,1.53,0.19,1.48,25.92
40.78,77728,86251,1.54,1.5,0.19,1.47,25.95
12.23,77080,85507,1.53,1.47,0.19,1.46,25.98
36.21,76433,84765,1.51,1.44,0.19,1.44,26.01
10.86,76483,84824,1.51,1.42,0.19,1.44,26.04
61.08,76535,84884,1.51,1.41,0.19,1.44,26.07
29.48,76587,84945,1.51,1.38,0.19,1.44,26.1
8.84,76641,85007,1.51,1.36,0.19,1.44,26.13
24.75,76694,85068,1.51,1.35,0.19,1.44,26.16
7.43,76747,85130,1.51,1.35,0.19,1.44,26.18
51.76,76800,85190,1.51,1.34,0.19,1.44,26.21
15.53,76851,85250,1.51,1.33,0.19,1.44,26.24
95.07,76902,85309,1.51,1.33,0.19,1.44,26.26
56.56,76953,85368,1.51,1.33,0.19,1.44,26.29
16.97,77004,85427,1.51,1.33,0.19,1.44,26.31
50.75,77055,85486,1.51,1.34,0.19,1.44,26.34
15.22,77106,85545,1.51,1.33,0.19,1.44,26.37
83.63,77159,85606,1.51,1.32,0.19,1.44,26.39
50.26,77212,85668,1.51,1.32,0.19,1.44,26.42
15.08,77265,85730,1.51,1.32,0.19,1.44,26.45
43.35,77320,85792,1.51,1.32,0.19,1.44,26.47
13.01,77374,85855,1.51,1.33,0.19,1.44,26.5
72.33,77427,85917,1.51,1.32,0.19,1.44,26.53
41.89,77481,85978,1.51,1.32,0.19,1.44,26.55
12.57,77534,86040,1.51,1.33,0.19,1.44,26.58
37.85,77586,86101,1.51,1.3,0.19,1.44,26.61
11.35,77638,86161,1.51,1.28,0.19,1.44,26.63
63.86,77691,86222,1.51,1.25,0.19,1.44,26.66
34.4,77743,86282,1.51,1.24,0.19,1.44,26.68
10.32,77796,86343,1.51,1.25,0.19,1.44,26.7
30.04,77849,86404,1.51,1.25,0.19,1.44,26.73
9.01,77902,86465,1.51,1.25,0.19,1.44,26.75
54.68,77954,86526,1.51,1.26,0.19,1.44,26.78
26.75,78007,86586,1.51,1.24,0.19,1.44,26.8
8.02,78058,86646,1.51,1.23,0.19,1.45,26.82
2.41,78110,86706,1.51,1.23,0.19,1.45,26.85
0.72,78161,86765,1.51,1.22,0.19,1.45,26.87
27.48,78212,86825,1.51,1.21,0.19,1.45,26.89
8.25,78263,86884,1.51,1.23,0.19,1.45,26.92
55.97,78313,86942,1.51,1.23,0.19,1.45,26.94
28.38,78364,87000,1.51,1.22,0.19,1.45,26.96
8.51,78413,87058,1.51,1.24,0.19,1.45,26.98
2.55,78463,87116,1.51,1.24,0.19,1.45,27.01
0.77,78512,87173,1.51,1.22,0.19,1.45,27.03
28.22,78562,87232,1.51,1.23,0.19,1.45,27.06
8.47,78613,87290,1.52,1.21,0.19,1.45,27.08
54.79,78663,87349,1.52,1.2,0.19,1.45,27.11
25.46,78714,87409,1.52,1.23,0.19,1.45,27.13
7.64,78765,87468,1.52,1.23,0.19,1.45,27.15
2.29,78815,87526,1.52,1.23,0.19,1.45,27.18
0.69,78865,87584,1.52,1.23,0.19,1.45,27.2
0.21,78915,87642,1.52,1.23,0.19,1.45,27.23
0.06,78964,87700,1.52,1.21,0.19,1.45,27.25
26.4,79014,87758,1.52,1.21,0.19,1.45,27.27
7.92,79064,87816,1.52,1.22,0.19,1.45,27.29
52.12,79115,87875,1.52,1.21,0.19,1.45,27.31
26.04,79166,87934,1.52,1.2,0.19,1.45,27.33
7.81,79217,87993,1.52,1.2,0.19,1.45,27.35
2.34,79268,88052,1.52,1.2,0.19,1.45,27.37
0.7,79319,88110,1.52,1.21,0.19,1.45,27.39
24.8,79368,88168,1.52,1.22,0.19,1.45,27.41
7.44,79418,88225,1.52,1.21,0.19,1.45,27.43
50.83,79467,88282,1.52,1.22,0.19,1.45,27.45
15.25,79516,88339,1.52,1.21,0.19,1.45,27.47
84.76,79566,88397,1.52,1.21,0.19,1.45,27.49
55.96,79617,88456,1.52,1.2,0.19,1.45,27.51
24.04,79669,88516,1.52,1.19,0.19,1.45,27.53
7.21,79721,88576,1.52,1.18,0.19,1.45,27.55
2.16,79773,88636,1.52,1.17,0.19,1.45,27.57
0.65,79825,88696,1.52,1.16,0.19,1.45,27.59
0.19,79876,88755,1.52,1.18,0.19,1.45,27.61
0.06,79927,88814,1.52,1.19,0.19,1.45,27.63
27.92,79977,88872,1.52,1.21,0.19,1.45,27.65
8.37,80027,88929,1.52,1.23,0.19,1.45,27.67
54.29,80076,88987,1.52,1.24,0.19,1.45,27.69
28.9,80125,89044,1.52,1.26,0.19,1.45,27.71
8.67,80174,89101,1.52,1.25,0.19,1.45,27.73
2.6,80223,89159,1.52,1.24,0.19,1.45,27.75
0.78,80273,89217,1.52,1.26,0.19,1.45,27.77
24.58,80323,89275,1.52,1.25,0.19,1.45,27.8
7.37,80374,89333,1.52,1.24,0.19,1.45,27.82
48.66,80423,89391,1.52,1.23,0.19,1.45,27.84
14.6,80472,89448,1.52,1.23,0.19,1.45,27.86
80.51,80520,89504,1.52,1.23,0.19,1.45,27.88
49.67,80568,89560,1.52,1.25,0.19,1.45,27.9
14.9,80616,89616,1.52,1.24,0.19,1.45,27.92
40.36,80664,89672,1.52,1.22,0.19,1.45,27.94
12.11,80713,89729,1.52,1.19,0.19,1.45,27.96
62.35,80762,89787,1.52,1.19,0.19,1.45,27.98
31.94,80811,89843,1.52,1.18,0.19,1.45,27.99
9.58,80859,89899,1.52,1.19,0.19,1.45,28.01
25.59,80906,89954,1.52,1.18,0.19,1.45,28.03
7.68,80952,90008,1.52,1.17,0.19,1.45,28.05
46.72,80998,90062,1.52,1.19,0.19,1.45,28.07
14.02,80349,89316,1.51,1.17,0.19,1.44,28.09
78.84,79699,88570,1.5,1.16,0.19,1.43,28.11
47.5,79046,87821,1.48,1.16,0.19,1.42,28.13
14.25,78391,87069,1.47,1.16,0.19,1.4,28.15
42.25,77736,86318,1.46,1.14,0.19,1.39,28.17
12.67,77082,85568,1.45,1.12,0.19,1.38,28.2
68.39,76430,84819,1.43,1.11,0.19,1.37,28.22
39.19,75780,84072,1.42,1.07,0.19,1.36,28.24
11.76,75130,83326,1.41,1.06,0.19,1.34,28.26
35.28,74480,82580,1.39,1.06,0.19,1.33,28.29
10.58,74524,82632,1.39,1.05,0.19,1.33,28.31
64.14,74568,82684,1.39,1.04,0.19,1.33,28.33
36.86,74615,82739,1.39,1.03,0.19,1.33,28.35
11.06,74665,82796,1.39,1.01,0.19,1.33,28.38
34.85,74716,82856,1.39,0.98,0.2,1.33,28.4
10.45,74768,82916,1.39,0.97,0.2,1.33,28.42
63.86,74820,82975,1.39,0.98,0.2,1.33,28.44
36.38,74869,83033,1.39,0.99,0.19,1.33,28.46
10.92,74916,83088,1.39,1.01,0.19,1.33,28.48
36.56,74962,83142,1.39,1.02,0.19,1.33,28.5
10.97,75008,83196,1.39,1.03,0.19,1.33,28.52
66.2,75056,83251,1.39,1.02,0.19,1.33,28.54
38.66,75105,83308,1.39,1,0.19,1.33,28.56
11.6,75155,83367,1.39,1,0.19,1.33,28.58
37.59,75206,83425,1.39,1,0.19,1.33,28.6
11.28,75256,83483,1.39,1.02,0.19,1.33,28.62
67.04,75305,83540,1.39,1.04,0.19,1.33,28.64
41.07,75352,83594,1.39,1.03,0.19,1.33,28.66
12.32,75397,83648,1.39,1.03,0.19,1.33,28.67
39.58,75443,83701,1.39,1.04,0.19,1.33,28.69
11.88,75489,83755,1.39,1.02,0.19,1.33,28.71
68.27,75537,83811,1.39,1.02,0.19,1.33,28.73
40.36,75587,83869,1.39,1.02,0.19,1.33,28.75
12.11,75637,83927,1.39,1.02,0.19,1.33,28.77
36.99,75687,83985,1.39,1.03,0.19,1.33,28.79
11.1,75736,84042,1.39,1.03,0.19,1.33,28.81
64.56,75784,84098,1.39,1.05,0.19,1.33,28.83
36.53,75830,84152,1.39,1.07,0.19,1.33,28.85
10.96,75877,84207,1.39,1.08,0.19,1.33,28.87
34.14,75925,84263,1.39,1.09,0.19,1.33,28.89
10.24,75973,84320,1.39,1.11,0.19,1.33,28.91
60.79,76023,84378,1.39,1.11,0.19,1.33,28.93
35.62,76074,84436,1.39,1.11,0.19,1.33,28.95
10.69,76124,84495,1.39,1.11,0.19,1.33,28.97
34.34,76174,84554,1.39,1.14,0.19,1.33,28.99
10.3,76223,84611,1.39,1.17,0.19,1.33,29.01
60.2,76270,84667,1.39,1.18,0.19,1.33,29.04
39.22,76317,84722,1.39,1.17,0.19,1.33,29.06
11.77,76364,84778,1.39,1.16,0.19,1.33,29.08
36.56,76413,84835,1.39,1.15,0.19,1.33,29.1
15.08,76481,84912,1.59,1.11,0.19,1.31,29.12
4.52,76550,84989,1.6,1.13,0.19,1.33,29.13
1.36,76618,85066,1.6,1.12,0.19,1.33,29.15
0.41,76686,85142,1.6,1.12,0.19,1.33,29.16
0.12,76752,85217,1.6,1.13,0.19,1.33,29.18
0.04,76817,85291,1.61,1.14,0.19,1.33,29.19
30.32,76883,85365,1.61,1.16,0.19,1.33,29.21
9.1,76949,85440,1.61,1.15,0.19,1.33,29.22
60.8,77016,85516,1.61,1.14,0.19,1.33,29.24
35.35,77085,85593,1.61,1.13,0.19,1.33,29.25
